#ID,NAME,LIVELOC,JOB,WORKLOC,STATE
26189, Whur, 130189, 4, 27, 0
26190, Mat, 130190, 2, 15, 0
26191, Ceemong, 130191, 1, 13, 0
26192, Chaie, 130192, 2, 24, 0
26193, Chong, 130193, 4, 27, 0
26194, Booruith, 130194, 1, 13, 0
26195, Taulong, 130195, 4, 27, 0
26196, Beck, 130196, 2, 19, 0
26197, Kir, 130197, 4, 28, 0
26198, Ni, 130198, 2, 16, 0
26199, Chuib, 130199, 4, 28, 0
26200, Mee, 130200, 1, 13, 0
26201, Whaifey, 130201, 4, 26, 0
26202, Whong, 130202, 2, 19, 0
26203, Whe, 130203, 1, 13, 0
26204, Cauchai, 130204, 4, 25, 0
26205, Yung, 130205, 4, 28, 0
26206, Chosh, 130206, 2, 24, 0
26207, Rausigh, 130207, 1, 13, 0
26208, Teekui, 130208, 4, 29, 0
26209, Faich, 130209, 2, 23, 0
26210, Whoogoy, 130210, 2, 18, 0
26211, Yar, 130211, 4, 29, 0
26212, Het, 130212, 2, 20, 0
26213, Hed, 130213, 1, 13, 0
26214, Go, 130214, 2, 15, 0
26215, Cing, 130215, 2, 16, 0
26216, Roe, 130216, 2, 22, 0
26217, Moigeab, 130217, 2, 17, 0
26218, Bigh, 130218, 4, 29, 0
26219, Fer, 130219, 2, 21, 0
26220, Woigith, 130220, 1, 13, 0
26221, Logoush, 130221, 1, 13, 0
26222, Ring, 130222, 4, 28, 0
26223, Rosh, 130223, 3, 17, 0
26224, Kainor, 130224, 1, 13, 0
26225, Doie, 130225, 4, 28, 0
26226, Yaigoo, 130226, 4, 25, 0
26227, Cheewir, 130227, 1, 13, 0
26228, Nechea, 130228, 2, 15, 0
26229, Buit, 130229, 2, 19, 0
26230, Nang, 130230, 2, 21, 0
26231, Mekeeth, 130231, 4, 26, 0
26232, Quoako, 130232, 3, 0, 0
26233, Pay, 130233, 1, 13, 0
26234, Gaw, 130234, 3, 10, 0
26235, Fo, 130235, 1, 13, 0
26236, Jeefong, 130236, 1, 13, 0
26237, Horet, 130237, 1, 13, 0
26238, Cheyoth, 130238, 1, 13, 0
26239, Hay, 130239, 2, 20, 0
26240, Meet, 130240, 2, 15, 0
26241, Pech, 130241, 2, 24, 0
26242, Hu, 130242, 1, 13, 0
26243, Wush, 130243, 2, 22, 0
26244, Yuik, 130244, 2, 21, 0
26245, Noutor, 130245, 1, 13, 0
26246, Yui, 130246, 4, 25, 0
26247, Nue, 130247, 2, 23, 0
26248, Foock, 130248, 2, 18, 0
26249, Soi, 130249, 2, 16, 0
26250, Gay, 130250, 2, 19, 0
26251, Queemigh, 130251, 1, 13, 0
26252, Saw, 130252, 2, 19, 0
26253, Gab, 130253, 2, 19, 0
26254, Nigh, 130254, 2, 15, 0
26255, Bok, 130255, 2, 19, 0
26256, Sud, 130256, 2, 17, 0
26257, Kighwhang, 130257, 1, 13, 0
26258, Beth, 130258, 2, 19, 0
26259, Puiwang, 130259, 1, 13, 0
26260, Mur, 130260, 2, 15, 0
26261, Right, 130261, 2, 24, 0
26262, Pe, 130262, 4, 25, 0
26263, Soob, 130263, 4, 28, 0
26264, Whaw, 130264, 3, 10, 0
26265, Featey, 130265, 1, 13, 0
26266, Leejay, 130266, 1, 13, 0
26267, Lepaid, 130267, 4, 26, 0
26268, Cuik, 130268, 2, 16, 0
26269, Kaich, 130269, 2, 21, 0
26270, Noopuch, 130270, 1, 13, 0
26271, Yeesoub, 130271, 1, 13, 0
26272, Wee, 130272, 4, 25, 0
26273, Hau, 130273, 1, 13, 0
26274, Mang, 130274, 4, 27, 0
26275, Be, 130275, 2, 16, 0
26276, Hesau, 130276, 4, 29, 0
26277, Kuith, 130277, 3, 13, 0
26278, Keameng, 130278, 3, 7, 0
26279, Wer, 130279, 2, 22, 0
26280, Wab, 130280, 4, 29, 0
26281, Chaue, 130281, 2, 24, 0
26282, Cek, 130282, 2, 16, 0
26283, Whoi, 130283, 4, 25, 0
26284, Foach, 130284, 3, 14, 0
26285, Bith, 130285, 2, 19, 0
26286, Roojed, 130286, 4, 26, 0
26287, Yang, 130287, 4, 27, 0
26288, Maijur, 130288, 1, 13, 0
26289, Begighsh, 130289, 4, 26, 0
26290, Huquang, 130290, 2, 19, 0
26291, Nir, 130291, 3, 12, 0
26292, Teek, 130292, 2, 22, 0
26293, Kut, 130293, 2, 21, 0
26294, Quaud, 130294, 2, 23, 0
26295, Jai, 130295, 1, 13, 0
26296, Wau, 130296, 3, 1, 0
26297, Que, 130297, 4, 25, 0
26298, Pet, 130298, 2, 16, 0
26299, Noe, 130299, 2, 23, 0
26300, Ge, 130300, 2, 24, 0
26301, Huth, 130301, 2, 20, 0
26302, Whee, 130302, 1, 13, 0
26303, Tish, 130303, 2, 20, 0
26304, Ceet, 130304, 2, 16, 0
26305, Whocheeth, 130305, 2, 16, 0
26306, Kauloud, 130306, 1, 13, 0
26307, Bighth, 130307, 2, 19, 0
26308, Meee, 130308, 2, 15, 0
26309, Per, 130309, 2, 16, 0
26310, Keemoik, 130310, 4, 29, 0
26311, Chadeeb, 130311, 1, 13, 0
26312, Kauluit, 130312, 3, 4, 0
26313, Seyeng, 130313, 3, 7, 0
26314, Popee, 130314, 1, 13, 0
26315, La, 130315, 1, 13, 0
26316, Pooch, 130316, 2, 16, 0
26317, Reng, 130317, 2, 22, 0
26318, Whoth, 130318, 2, 24, 0
26319, Puileath, 130319, 1, 13, 0
26320, Che, 130320, 1, 13, 0
26321, Taw, 130321, 4, 27, 0
26322, Tang, 130322, 2, 20, 0
26323, Lafee, 130323, 1, 13, 0
26324, Boacaith, 130324, 3, 4, 0
26325, Chu, 130325, 3, 2, 0
26326, Tijir, 130326, 1, 13, 0
26327, Gacea, 130327, 1, 13, 0
26328, Builaub, 130328, 1, 13, 0
26329, Meesh, 130329, 2, 15, 0
26330, Wur, 130330, 1, 13, 0
26331, Juhoab, 130331, 1, 13, 0
26332, Chaw, 130332, 4, 27, 0
26333, Nighquit, 130333, 1, 13, 0
26334, Woack, 130334, 4, 28, 0
26335, Jo, 130335, 2, 16, 0
26336, Kiteee, 130336, 2, 17, 0
26337, Whoijush, 130337, 1, 13, 0
26338, Yight, 130338, 2, 21, 0
26339, Jay, 130339, 1, 13, 0
26340, Powhech, 130340, 1, 13, 0
26341, Tur, 130341, 4, 27, 0
26342, Hi, 130342, 1, 13, 0
26343, Lighbak, 130343, 1, 13, 0
26344, Yighk, 130344, 2, 21, 0
26345, Dung, 130345, 4, 27, 0
26346, Woge, 130346, 2, 15, 0
26347, Jodoi, 130347, 1, 13, 0
26348, Need, 130348, 2, 23, 0
26349, Lood, 130349, 4, 29, 0
26350, Rout, 130350, 3, 21, 0
26351, Pighcheek, 130351, 3, 4, 0
26352, Yuck, 130352, 2, 21, 0
26353, Quat, 130353, 2, 23, 0
26354, Loue, 130354, 2, 17, 0
26355, Char, 130355, 1, 13, 0
26356, Chey, 130356, 3, 10, 0
26357, Quea, 130357, 4, 25, 0
26358, Quochir, 130358, 3, 27, 0
26359, May, 130359, 2, 15, 0
26360, Nar, 130360, 1, 13, 0
26361, Seeb, 130361, 2, 17, 0
26362, Koy, 130362, 2, 21, 0
26363, Dijed, 130363, 1, 13, 0
26364, Pew, 130364, 2, 21, 0
26365, Gae, 130365, 2, 19, 0
26366, Quea, 130366, 1, 13, 0
26367, Yeng, 130367, 2, 21, 0
26368, Quaw, 130368, 3, 22, 0
26369, Coy, 130369, 3, 9, 0
26370, Seefighch, 130370, 4, 26, 0
26371, Mer, 130371, 2, 15, 0
26372, Wafeck, 130372, 1, 13, 0
26373, Heded, 130373, 2, 18, 0
26374, Quey, 130374, 2, 23, 0
26375, Bang, 130375, 2, 19, 0
26376, Foob, 130376, 2, 18, 0
26377, Saw, 130377, 2, 19, 0
26378, Fuck, 130378, 3, 21, 0
26379, Wing, 130379, 3, 23, 0
26380, Fong, 130380, 4, 28, 0
26381, Lub, 130381, 2, 24, 0
26382, Mighcud, 130382, 1, 13, 0
26383, De, 130383, 1, 13, 0
26384, Choa, 130384, 4, 25, 0
26385, Yighyang, 130385, 1, 13, 0
26386, Poataw, 130386, 1, 13, 0
26387, Chung, 130387, 2, 24, 0
26388, Cooted, 130388, 1, 13, 0
26389, Righb, 130389, 3, 26, 0
26390, Lur, 130390, 2, 17, 0
26391, Fing, 130391, 3, 21, 0
26392, Car, 130392, 2, 16, 0
26393, Wheack, 130393, 2, 24, 0
26394, Bouwhick, 130394, 1, 13, 0
26395, Queat, 130395, 2, 23, 0
26396, Quoger, 130396, 1, 13, 0
26397, Cay, 130397, 1, 13, 0
26398, Ceat, 130398, 2, 16, 0
26399, Karighe, 130399, 1, 13, 0
26400, Heeb, 130400, 2, 20, 0
26401, Royed, 130401, 3, 6, 0
26402, Puihath, 130402, 1, 13, 0
26403, Lurur, 130403, 4, 26, 0
26404, Ror, 130404, 1, 13, 0
26405, Tuiwir, 130405, 1, 13, 0
26406, Fejoue, 130406, 1, 13, 0
26407, Choa, 130407, 1, 13, 0
26408, Choush, 130408, 2, 24, 0
26409, Faith, 130409, 3, 25, 0
26410, Mipuie, 130410, 1, 13, 0
26411, Cui, 130411, 2, 15, 0
26412, Whojeng, 130412, 1, 13, 0
26413, Hoy, 130413, 4, 27, 0
26414, Neaceack, 130414, 4, 25, 0
26415, Geequung, 130415, 1, 13, 0
26416, Chakouth, 130416, 3, 5, 0
26417, Noy, 130417, 2, 23, 0
26418, Mor, 130418, 3, 27, 0
26419, Yeaput, 130419, 1, 13, 0
26420, Bey, 130420, 2, 21, 0
26421, Woy, 130421, 2, 22, 0
26422, Koigar, 130422, 1, 13, 0
26423, Yub, 130423, 2, 21, 0
26424, Fouck, 130424, 2, 18, 0
26425, Mur, 130425, 2, 15, 0
26426, Tee, 130426, 1, 13, 0
26427, Yeng, 130427, 2, 20, 0
26428, Fou, 130428, 1, 13, 0
26429, Goohab, 130429, 1, 13, 0
26430, Baub, 130430, 2, 19, 0
26431, Ceesh, 130431, 4, 28, 0
26432, Naique, 130432, 2, 15, 0
26433, Jang, 130433, 4, 27, 0
26434, Nupang, 130434, 1, 13, 0
26435, Cach, 130435, 4, 28, 0
26436, Le, 130436, 3, 18, 0
26437, Neese, 130437, 1, 13, 0
26438, Weekang, 130438, 1, 13, 0
26439, Koaroik, 130439, 2, 16, 0
26440, Quung, 130440, 2, 21, 0
26441, Kighb, 130441, 2, 21, 0
26442, Moad, 130442, 4, 29, 0
26443, Ceae, 130443, 2, 16, 0
26444, Nay, 130444, 4, 27, 0
26445, Pookew, 130445, 3, 18, 0
26446, Foth, 130446, 2, 18, 0
26447, Cighb, 130447, 2, 16, 0
26448, Yey, 130448, 4, 29, 0
26449, Quir, 130449, 3, 11, 0
26450, Dee, 130450, 2, 15, 0
26451, Ting, 130451, 4, 27, 0
26452, Koy, 130452, 2, 21, 0
26453, Joo, 130453, 3, 25, 0
26454, Wit, 130454, 2, 22, 0
26455, Tiwhow, 130455, 1, 13, 0
26456, Loaloick, 130456, 1, 13, 0
26457, Joatoy, 130457, 1, 13, 0
26458, Cusor, 130458, 1, 13, 0
26459, Caw, 130459, 2, 16, 0
26460, Koak, 130460, 2, 21, 0
26461, Riwhee, 130461, 1, 13, 0
26462, Bighck, 130462, 2, 19, 0
26463, Kaidi, 130463, 4, 25, 0
26464, Hapir, 130464, 2, 19, 0
26465, Quaich, 130465, 2, 23, 0
26466, Couch, 130466, 3, 13, 0
26467, Quoach, 130467, 2, 23, 0
26468, Quee, 130468, 2, 16, 0
26469, Ko, 130469, 1, 13, 0
26470, Keeyoae, 130470, 3, 5, 0
26471, Tai, 130471, 1, 13, 0
26472, Soochoub, 130472, 1, 13, 0
26473, Wheeth, 130473, 4, 29, 0
26474, Ruhir, 130474, 3, 6, 0
26475, Teeyar, 130475, 1, 13, 0
26476, Choonoy, 130476, 1, 13, 0
26477, Sihaut, 130477, 1, 13, 0
26478, Yar, 130478, 2, 21, 0
26479, Bayung, 130479, 3, 6, 0
26480, Yeck, 130480, 3, 27, 0
26481, Wuib, 130481, 3, 17, 0
26482, Jerib, 130482, 2, 16, 0
26483, Choob, 130483, 4, 28, 0
26484, Failo, 130484, 1, 13, 0
26485, Jed, 130485, 2, 18, 0
26486, Jew, 130486, 4, 28, 0
26487, Beedar, 130487, 1, 13, 0
26488, Keasing, 130488, 1, 13, 0
26489, Whek, 130489, 2, 24, 0
26490, Choiquoo, 130490, 1, 13, 0
26491, Chad, 130491, 3, 14, 0
26492, Sith, 130492, 3, 15, 0
26493, Yay, 130493, 1, 13, 0
26494, Low, 130494, 4, 27, 0
26495, Yi, 130495, 4, 25, 0
26496, Quougighd, 130496, 1, 13, 0
26497, Guneck, 130497, 2, 17, 0
26498, Doak, 130498, 2, 15, 0
26499, Ror, 130499, 2, 22, 0
26500, Whook, 130500, 2, 24, 0
26501, Loub, 130501, 2, 17, 0
26502, Laub, 130502, 4, 28, 0
26503, Roator, 130503, 1, 13, 0
26504, Yonuth, 130504, 1, 13, 0
26505, Tang, 130505, 1, 13, 0
26506, Raud, 130506, 2, 22, 0
26507, Nafigh, 130507, 2, 15, 0
26508, Guyed, 130508, 1, 13, 0
26509, Chub, 130509, 4, 28, 0
26510, Fai, 130510, 1, 13, 0
26511, Cheab, 130511, 2, 24, 0
26512, Yoae, 130512, 2, 21, 0
26513, Moifech, 130513, 2, 17, 0
26514, Jee, 130514, 1, 13, 0
26515, Cet, 130515, 2, 16, 0
26516, Yeeged, 130516, 3, 6, 0
26517, Yaw, 130517, 2, 21, 0
26518, War, 130518, 2, 21, 0
26519, Whai, 130519, 1, 13, 0
26520, Suie, 130520, 2, 17, 0
26521, Yor, 130521, 4, 27, 0
26522, Quoy, 130522, 2, 23, 0
26523, Gau, 130523, 2, 16, 0
26524, Jang, 130524, 1, 13, 0
26525, Ge, 130525, 1, 13, 0
26526, Tuch, 130526, 2, 20, 0
26527, Chefoish, 130527, 1, 13, 0
26528, Gouwhuid, 130528, 4, 26, 0
26529, Jed, 130529, 2, 18, 0
26530, Put, 130530, 4, 29, 0
26531, Wopoy, 130531, 1, 13, 0
26532, Ya, 130532, 1, 13, 0
26533, Juicheash, 130533, 1, 13, 0
26534, Foguth, 130534, 1, 13, 0
26535, Gey, 130535, 2, 19, 0
26536, Heroth, 130536, 1, 13, 0
26537, Maigang, 130537, 1, 13, 0
26538, Cepau, 130538, 1, 13, 0
26539, Whai, 130539, 2, 15, 0
26540, Fupang, 130540, 4, 26, 0
26541, Wiyad, 130541, 1, 13, 0
26542, Jaib, 130542, 2, 18, 0
26543, Jick, 130543, 2, 22, 0
26544, Hor, 130544, 4, 28, 0
26545, Bouwher, 130545, 3, 6, 0
26546, Duch, 130546, 2, 23, 0
26547, Li, 130547, 4, 25, 0
26548, Foosighd, 130548, 1, 13, 0
26549, Jay, 130549, 2, 18, 0
26550, Woyoock, 130550, 2, 17, 0
26551, Hedu, 130551, 2, 15, 0
26552, Jeetung, 130552, 1, 13, 0
26553, Kamui, 130553, 4, 25, 0
26554, Sach, 130554, 2, 17, 0
26555, Met, 130555, 4, 28, 0
26556, Wuish, 130556, 2, 22, 0
26557, Tawesh, 130557, 1, 13, 0
26558, Geched, 130558, 1, 13, 0
26559, Weekighch, 130559, 1, 13, 0
26560, Ged, 130560, 4, 27, 0
26561, Too, 130561, 1, 13, 0
26562, Huith, 130562, 2, 20, 0
26563, Fee, 130563, 2, 15, 0
26564, Cheecaut, 130564, 3, 25, 0
26565, Quauck, 130565, 2, 23, 0
26566, Ruie, 130566, 2, 22, 0
26567, Poacock, 130567, 1, 13, 0
26568, Chuith, 130568, 2, 23, 0
26569, Lo, 130569, 2, 16, 0
26570, Neta, 130570, 4, 29, 0
26571, Mui, 130571, 4, 25, 0
26572, Teehuich, 130572, 4, 25, 0
26573, Yir, 130573, 4, 27, 0
26574, Gocheeb, 130574, 1, 13, 0
26575, Kuiyeeck, 130575, 3, 18, 0
26576, Yoik, 130576, 3, 25, 0
26577, Choock, 130577, 2, 24, 0
26578, Beenouch, 130578, 1, 13, 0
26579, Nead, 130579, 2, 23, 0
26580, Looroy, 130580, 1, 13, 0
26581, Kar, 130581, 2, 21, 0
26582, Wach, 130582, 2, 22, 0
26583, Rojau, 130583, 2, 15, 0
26584, Whuib, 130584, 2, 24, 0
26585, Gook, 130585, 2, 19, 0
26586, Peaboick, 130586, 2, 16, 0
26587, Whuick, 130587, 2, 24, 0
26588, Lay, 130588, 4, 27, 0
26589, Pighth, 130589, 4, 28, 0
26590, Quech, 130590, 3, 21, 0
26591, Ruike, 130591, 3, 23, 0
26592, Loid, 130592, 3, 18, 0
26593, Seesoad, 130593, 1, 13, 0
26594, Whuikai, 130594, 4, 25, 0
26595, Rai, 130595, 1, 13, 0
26596, Ceat, 130596, 2, 16, 0
26597, Tuich, 130597, 2, 23, 0
26598, Cher, 130598, 4, 27, 0
26599, Soub, 130599, 2, 17, 0
26600, Foodoy, 131000, 1, 13, 0
26601, Ded, 131001, 2, 15, 0
26602, Boch, 131002, 4, 29, 0
26603, Path, 131003, 2, 16, 0
26604, Lau, 131004, 4, 25, 0
26605, Wout, 131005, 2, 22, 0
26606, Meato, 131006, 1, 13, 0
26607, Jighgighe, 131007, 1, 13, 0
26608, Ma, 131008, 1, 13, 0
26609, Lur, 131009, 2, 17, 0
26610, Moa, 131010, 4, 25, 0
26611, Yeanor, 131011, 2, 18, 0
26612, La, 131012, 1, 13, 0
26613, Souwer, 131013, 1, 13, 0
26614, Yaik, 131014, 3, 14, 0
26615, Fufay, 131015, 2, 18, 0
26616, Hang, 131016, 2, 20, 0
26617, Sau, 131017, 1, 13, 0
26618, Keash, 131018, 2, 23, 0
26619, Teecheed, 131019, 1, 13, 0
26620, Joy, 131020, 4, 27, 0
26621, Ruiquow, 131021, 1, 13, 0
26622, Puck, 131022, 2, 16, 0
26623, Bor, 131023, 4, 27, 0
26624, Hoareeth, 131024, 1, 13, 0
26625, Tuwhaw, 131025, 3, 6, 0
26626, Jush, 131026, 2, 18, 0
26627, Roy, 131027, 2, 21, 0
26628, Lor, 131028, 2, 17, 0
26629, Faie, 131029, 2, 22, 0
26630, Yow, 131030, 2, 20, 0
26631, Hauth, 131031, 3, 14, 0
26632, Peeck, 131032, 2, 16, 0
26633, Poohoab, 131033, 1, 13, 0
26634, Hoy, 131034, 2, 20, 0
26635, Yot, 131035, 2, 21, 0
26636, Guchur, 131036, 1, 13, 0
26637, Poo, 131037, 1, 13, 0
26638, Chaith, 131038, 2, 24, 0
26639, Boasor, 131039, 2, 18, 0
26640, Poalew, 131040, 3, 7, 0
26641, Jenou, 131041, 3, 27, 0
26642, Leegoe, 131042, 4, 29, 0
26643, Dir, 131043, 2, 21, 0
26644, Peechoach, 131044, 2, 16, 0
26645, Foumed, 131045, 1, 13, 0
26646, Leesh, 131046, 2, 17, 0
26647, Whugoch, 131047, 4, 25, 0
26648, Neatud, 131048, 4, 26, 0
26649, Toy, 131049, 2, 20, 0
26650, Coumoy, 131050, 1, 13, 0
26651, Feelar, 131051, 1, 13, 0
26652, Loi, 131052, 3, 2, 0
26653, Gor, 131053, 2, 20, 0
26654, Ling, 131054, 4, 27, 0
26655, Maish, 131055, 4, 28, 0
26656, Tey, 131056, 4, 27, 0
26657, Goid, 131057, 4, 28, 0
26658, Nouch, 131058, 4, 28, 0
26659, Bob, 131059, 2, 19, 0
26660, Yed, 131060, 2, 21, 0
26661, Quuicheak, 131061, 3, 26, 0
26662, Chung, 131062, 2, 24, 0
26663, Nujor, 131063, 1, 13, 0
26664, Jechud, 131064, 1, 13, 0
26665, Reeth, 131065, 4, 28, 0
26666, Dur, 131066, 4, 27, 0
26667, Teanoit, 131067, 1, 13, 0
26668, Waub, 131068, 3, 17, 0
26669, Gubee, 131069, 1, 13, 0
26670, Queb, 131070, 2, 23, 0
26671, Leee, 131071, 2, 17, 0
26672, Day, 131072, 2, 20, 0
26673, Weeck, 131073, 2, 22, 0
26674, Po, 131074, 1, 13, 0
26675, Toabor, 131075, 1, 13, 0
26676, Mee, 131076, 1, 13, 0
26677, Mur, 131077, 2, 15, 0
26678, Ter, 131078, 4, 28, 0
26679, Niseat, 131079, 1, 13, 0
26680, Roipay, 131080, 1, 13, 0
26681, Hobing, 131081, 4, 29, 0
26682, Ling, 131082, 2, 17, 0
26683, Fed, 131083, 2, 20, 0
26684, Jigh, 131084, 2, 16, 0
26685, Pit, 131085, 2, 16, 0
26686, Jed, 131086, 2, 18, 0
26687, Way, 131087, 4, 27, 0
26688, Lainead, 131088, 4, 26, 0
26689, May, 131089, 2, 15, 0
26690, Nar, 131090, 2, 23, 0
26691, Feth, 131091, 2, 22, 0
26692, Toa, 131092, 1, 13, 0
26693, Cuikuich, 131093, 1, 13, 0
26694, Poad, 131094, 2, 16, 0
26695, Haulud, 131095, 2, 17, 0
26696, Boakoy, 131096, 1, 13, 0
26697, Poad, 131097, 3, 14, 0
26698, Paunar, 131098, 4, 26, 0
26699, Quea, 131099, 1, 13, 0
26700, Koamew, 131100, 1, 13, 0
26701, Bougoach, 131101, 1, 13, 0
26702, Deeth, 131102, 3, 24, 0
26703, Ser, 131103, 4, 28, 0
26704, Kailaw, 131104, 3, 27, 0
26705, Soofed, 131105, 1, 13, 0
26706, Sur, 131106, 1, 13, 0
26707, Sot, 131107, 2, 17, 0
26708, Teack, 131108, 2, 24, 0
26709, Jeque, 131109, 1, 13, 0
26710, Ruicee, 131110, 3, 0, 0
26711, Looyigh, 131111, 3, 0, 0
26712, Saigar, 131112, 2, 19, 0
26713, Meae, 131113, 4, 29, 0
26714, Sairer, 131114, 3, 6, 0
26715, Nit, 131115, 2, 21, 0
26716, Tou, 131116, 2, 16, 0
26717, Jooror, 131117, 4, 26, 0
26718, Quighcoa, 131118, 1, 13, 0
26719, Ceed, 131119, 2, 16, 0
26720, Whainu, 131120, 1, 13, 0
26721, Loiwhu, 131121, 1, 13, 0
26722, Rainow, 131122, 1, 13, 0
26723, Huib, 131123, 3, 13, 0
26724, Bar, 131124, 2, 19, 0
26725, Besh, 131125, 2, 19, 0
26726, Char, 131126, 3, 24, 0
26727, Bauresh, 131127, 3, 5, 0
26728, Jey, 131128, 2, 18, 0
26729, Yauck, 131129, 4, 28, 0
26730, Dor, 131130, 2, 15, 0
26731, Day, 131131, 2, 15, 0
26732, Hoo, 131132, 4, 29, 0
26733, Leek, 131133, 2, 22, 0
26734, Rong, 131134, 4, 27, 0
26735, Quujoe, 131135, 1, 13, 0
26736, Jeaquer, 131136, 2, 18, 0
26737, Toy, 131137, 2, 20, 0
26738, Yokey, 131138, 4, 29, 0
26739, Doojee, 131139, 4, 25, 0
26740, Dafow, 131140, 1, 13, 0
26741, Ceat, 131141, 2, 16, 0
26742, Baick, 131142, 2, 19, 0
26743, Sor, 131143, 4, 27, 0
26744, Bew, 131144, 4, 27, 0
26745, Lui, 131145, 4, 25, 0
26746, Wang, 131146, 2, 22, 0
26747, Jauk, 131147, 2, 22, 0
26748, Jigew, 131148, 1, 13, 0
26749, Huish, 131149, 2, 20, 0
26750, Labuth, 131150, 1, 13, 0
26751, Caichout, 131151, 1, 13, 0
26752, Cheek, 131152, 2, 24, 0
26753, Leng, 131153, 4, 27, 0
26754, Pong, 131154, 2, 16, 0
26755, Moish, 131155, 2, 15, 0
26756, Fuk, 131156, 4, 28, 0
26757, Tech, 131157, 2, 20, 0
26758, Whuimaut, 131158, 1, 13, 0
26759, Choi, 131159, 1, 13, 0
26760, Wheeck, 131160, 4, 28, 0
26761, Ligh, 131161, 1, 13, 0
26762, Lighbed, 131162, 1, 13, 0
26763, Soobaw, 131163, 1, 13, 0
26764, Pud, 131164, 2, 16, 0
26765, Tuiteth, 131165, 2, 17, 0
26766, Tang, 131166, 2, 20, 0
26767, Puish, 131167, 3, 20, 0
26768, Yai, 131168, 1, 13, 0
26769, Puiged, 131169, 1, 13, 0
26770, Coab, 131170, 2, 16, 0
26771, Hur, 131171, 2, 20, 0
26772, Boafor, 131172, 1, 13, 0
26773, Wooch, 131173, 2, 22, 0
26774, Sai, 131174, 4, 25, 0
26775, Hau, 131175, 4, 25, 0
26776, Cheawhu, 131176, 1, 13, 0
26777, Rew, 131177, 2, 22, 0
26778, Loopue, 131178, 1, 13, 0
26779, Wik, 131179, 2, 21, 0
26780, Gang, 131180, 1, 13, 0
26781, Queecheng, 131181, 3, 29, 0
26782, Nochash, 131182, 1, 13, 0
26783, Fukoo, 131183, 1, 13, 0
26784, Ched, 131184, 2, 20, 0
26785, Keng, 131185, 2, 19, 0
26786, Dor, 131186, 2, 19, 0
26787, Gay, 131187, 4, 28, 0
26788, Toafoik, 131188, 3, 22, 0
26789, Wood, 131189, 4, 29, 0
26790, Ra, 131190, 1, 13, 0
26791, Whoue, 131191, 2, 24, 0
26792, Hur, 131192, 2, 20, 0
26793, Nounooch, 131193, 3, 24, 0
26794, Noack, 131194, 4, 28, 0
26795, Sele, 131195, 1, 13, 0
26796, Bir, 131196, 2, 19, 0
26797, Neesou, 131197, 1, 13, 0
26798, Chouhoy, 131198, 2, 19, 0
26799, Reed, 131199, 2, 22, 0
26800, Yeeyee, 131200, 4, 25, 0
26801, Lesod, 131201, 4, 29, 0
26802, Cang, 131202, 2, 16, 0
26803, Feakoy, 131203, 1, 13, 0
26804, Quou, 131204, 4, 25, 0
26805, Beacing, 131205, 1, 13, 0
26806, War, 131206, 2, 22, 0
26807, Chay, 131207, 4, 27, 0
26808, Wer, 131208, 3, 9, 0
26809, Whigh, 131209, 1, 13, 0
26810, Quoiray, 131210, 4, 26, 0
26811, Rong, 131211, 2, 22, 0
26812, Seequong, 131212, 1, 13, 0
26813, Wee, 131213, 4, 29, 0
26814, How, 131214, 2, 20, 0
26815, Saiwed, 131215, 3, 26, 0
26816, Rauguib, 131216, 1, 13, 0
26817, Dooding, 131217, 1, 13, 0
26818, Cheek, 131218, 2, 22, 0
26819, Poue, 131219, 2, 21, 0
26820, Yith, 131220, 2, 21, 0
26821, Yuiher, 131221, 3, 7, 0
26822, Puinie, 131222, 1, 13, 0
26823, Cheaquit, 131223, 4, 26, 0
26824, Puik, 131224, 2, 16, 0
26825, Mie, 131225, 2, 15, 0
26826, Loigighe, 131226, 1, 13, 0
26827, Loid, 131227, 2, 17, 0
26828, Lee, 131228, 1, 13, 0
26829, Wheteesh, 131229, 4, 26, 0
26830, Beash, 131230, 2, 19, 0
26831, Daub, 131231, 2, 15, 0
26832, Fea, 131232, 1, 13, 0
26833, Jighpor, 131233, 1, 13, 0
26834, Tur, 131234, 1, 13, 0
26835, Fing, 131235, 2, 18, 0
26836, Bang, 131236, 1, 13, 0
26837, Quoichay, 131237, 1, 13, 0
26838, Neth, 131238, 2, 23, 0
26839, Hai, 131239, 1, 13, 0
26840, Louck, 131240, 4, 28, 0
26841, Peekang, 131241, 1, 13, 0
26842, Cheee, 131242, 2, 24, 0
26843, Quoo, 131243, 1, 13, 0
26844, Far, 131244, 4, 27, 0
26845, Heenay, 131245, 1, 13, 0
26846, Joid, 131246, 3, 20, 0
26847, Sighwher, 131247, 2, 18, 0
26848, Weet, 131248, 2, 22, 0
26849, Hi, 131249, 1, 13, 0
26850, Wighwoath, 131250, 1, 13, 0
26851, Hoa, 131251, 1, 13, 0
26852, Toush, 131252, 2, 20, 0
26853, Muyee, 131253, 4, 25, 0
26854, Nichey, 131254, 4, 26, 0
26855, Yeafor, 131255, 1, 13, 0
26856, Lui, 131256, 2, 16, 0
26857, Jiged, 131257, 1, 13, 0
26858, Quoihang, 131258, 1, 13, 0
26859, Ching, 131259, 2, 20, 0
26860, Saick, 131260, 3, 28, 0
26861, Yoifoush, 131261, 4, 26, 0
26862, Moafang, 131262, 4, 27, 0
26863, Douruit, 131263, 1, 13, 0
